LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID38572 → ID41218,60,38572,41218,0.07761509240544108,0.15393572916797174,0.13929742675785606,0.2785948535157121,137.0,146.0936204184708,244.0755942002088,0.0,
ID32631 → ID32588,60,32631,32588,0.048923748359996765,0.07058357602209372,0.11059356712756484,0.22118713425512967,25.0,149.8936198489721,249.32871008830767,0.0,
ID37383 → ID40294,60,37383,40294,2.675105245367264,1.3009679978108406,0.8177874487553695,1.635574897510739,121.0,146.96743875719633,244.6536945032334,0.0,
ID32712 → ID32943,60,32712,32943,0.05980188302167731,0.22112515378777242,0.12227211765328728,0.24454423530657457,35.0,149.72936136172638,248.09232177116957,0.0,
ID40588 → ID38570,60,40588,38570,0.31538744790051115,0.04839175848853445,0.2807968339834475,0.561593667966895,135.0,144.99611452940852,244.62046729032406,0.0,
ID30908 → ID30665,60,30908,30665,0.23177679639837792,0.3442451376239757,0.24071601338422519,0.48143202676845037,9.0,150.09190513041062,251.49520481944705,0.0,
ID37829 → ID39087,60,37829,39087,0.024604200672232224,0.24159053315386195,0.0784286310479665,0.156857262095933,93.0,148.74913742964458,245.89373781622334,0.0,
ID30743 → ID30653,60,30743,30653,0.08272502846210296,0.03932630223436413,0.14380979492206272,0.28761958984412545,3.0,150.167791698406,252.63131920072374,0.0,
ID40595 → ID38572,60,40595,38572,0.026833204688720132,0.12492963558748583,0.081904219501684,0.163808439003368,135.0,146.29423963914024,244.16282496746777,0.0,
ID36920 → ID36111,60,36920,36111,0.004213631048896434,1.3825704568357635,0.032456243809536996,0.06491248761907399,105.0,149.79982511173,245.2316268166976,0.0,
